longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,target
-116.97,32.65,4.0,16450.0,2833.0,7985.0,2683.0,5.6631,0.0,233400.0
-121.48,38.55,52.0,1684.0,309.0,675.0,296.0,4.1467,0.0,175000.0
-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8.2049,0.0,335200.0
-116.98,33.94,27.0,3459.0,640.0,1760.0,654.0,3.4545,0.0,89800.0
-118.17,33.96,25.0,3297.0,1066.0,5027.0,1041.0,2.2817,0.0,164200.0
-118.2,33.79,47.0,767.0,195.0,569.0,195.0,2.9514,0.0,185200.0
-122.05,37.9,24.0,4125.0,1020.0,1699.0,873.0,2.9526,0.0,271000.0
-117.11,32.73,34.0,1096.0,221.0,574.0,223.0,3.8355,0.0,126700.0
-122.6,38.93,16.0,1657.0,390.0,572.0,301.0,1.4767,0.0,62000.0
-117.72,33.43,5.0,1889.0,359.0,616.0,246.0,3.8992,0.0,500001.0
-118.95,34.18,25.0,2237.0,331.0,1121.0,365.0,6.0994,0.0,254900.0
-117.17,32.74,38.0,5054.0,1168.0,2366.0,1103.0,2.9422,0.0,289400.0
-117.99,33.68,13.0,4000.0,883.0,1999.0,881.0,4.7245,0.0,273600.0
-116.21,33.71,19.0,3114.0,787.0,3157.0,772.0,1.7083,0.0,82200.0
-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,0.0,295200.0
-117.4,34.09,5.0,6190.0,993.0,3615.0,963.0,4.4034,0.0,133200.0
-118.32,33.9,35.0,3189.0,680.0,1882.0,651.0,3.6625,0.0,188000.0
-117.39,34.07,26.0,1387.0,277.0,664.0,239.0,3.0278,0.0,96800.0
-121.44,38.52,36.0,3446.0,950.0,2460.0,847.0,1.6521,0.0,69700.0
-118.39,33.88,31.0,1448.0,244.0,607.0,259.0,8.1513,0.0,500001.0
-121.37,38.57,16.0,3895.0,896.0,1762.0,855.0,2.6635,0.0,135800.0
-116.48,33.96,11.0,1381.0,300.0,644.0,248.0,2.3382,0.0,89400.0
-117.25,32.73,38.0,1840.0,291.0,633.0,283.0,4.9125,0.0,383600.0
-117.05,32.8,16.0,1561.0,378.0,574.0,350.0,3.0035,0.0,94600.0
-118.36,33.88,26.0,1375.0,286.0,829.0,278.0,3.9844,0.0,230700.0
-118.21,34.1,36.0,2000.0,533.0,1234.0,535.0,3.7437,0.0,241700.0
-117.14,32.7,43.0,1126.0,289.0,1132.0,294.0,2.1875,0.0,87000.0
-117.94,33.89,30.0,2577.0,404.0,1076.0,374.0,6.7528,0.0,459600.0
-118.42,33.96,44.0,1282.0,216.0,494.0,209.0,5.618,0.0,365900.0
-117.95,34.04,27.0,2610.0,846.0,2296.0,750.0,2.274,0.0,150800.0
